title,grade,grade_in_symbol,subject,language,language_code,chapter_id,link,thumbnail
Living and nonliving things,two,2,science,English,en,scilan01,start.html?id=scilan01&lang=en&grade=2,images/grade2/science/living-and-nonliving-things-Gr-2-01.png
Animal's Home,two,2,science,English,en,scianh01,start.html?id=scianh01&lang=en&grade=2,images/grade2/science/animals-home-Gr-2_01.png
Animal's food and modes of feeding,two,2,science,English,en,scianf01,start.html?id=scianf01&lang=en&grade=2,images/thumb/science/Animals-food---Gr-2-01.png
Domestic and wild animals,two,2,science,English,en,scidwa01,start.html?id=scidwa01&lang=en&grade=2,images/grade2/science/domestic_and_wild1.png
Keeping Clean,two,2,science,English,en,scioev01,start.html?id=scioev01&lang=en&grade=2,images/grade2/science/thumnail_gr02_our_environment01.png
Types of Plants,two,2,science,English,en,scilep01,start.html?id=scilep01&lang=en&grade=2,images/grade2/science/learning-about-plants-Gr-2_01.png
Properties of Objects,two,2,science,English,en,scipon01,start.html?id=scipon01&lang=en&grade=2,images/thumb/science/properties_of_objects_outside_thumb.png
Our National Symbols,two,2,science,English,en,scions01,start.html?id=scions01&lang=en&grade=2,images/thumb/science/national_symbols.png
Means of communication,two,2,science,English,en,scicnm01,start.html?id=scicnm01&lang=en&grade=2,images/thumb/science/means_of_communication-1.png
Income and Expenditure,two,2,science,English,en,sciine01,start.html?id=sciine01&lang=en&grade=2,images/thumb/science/income_expenditure.png
Weather,two,2,science,English,en,sciwan01,start.html?id=sciwan01&lang=en&grade=2,images/thumb/science/outer_thumbnail_weather.png
मेरो खानेकुरा,two,2,science,Nepali,ne,scifie01,start.html?id=scifie01&lang=np&grade=2,images/thumb/science/food-i-eat-Gr-2-01.png
हामीले गर्ने कामहरू,two,2,science,Nepali,ne,scijwd01,start.html?id=scijwd01&lang=np&grade=2,images/thumb/science/jobs_we_do_thumb.png
हाम्रा सरसामान,two,2,science,Nepali,ne,sciots01,start.html?id=sciots01&lang=np&grade=2,images/thumb/science/our_tools.png
शरीरको सफाइ,two,2,science,Nepali,ne,sciphy01,start.html?id=sciphy01&lang=np&grade=2,images/grade2/science/personal-hygiene-Gr-2-01.png
हात धुने तरिका,two,2,science,Nepali,ne,scihwa01,start.html?id=scihwa01&lang=np&grade=2,images/thumb/science/handwashing_gr_201.png
विद्युत्‌‌को प्रयोग,two,2,science,Nepali,ne,scieln01,start.html?id=scieln01&lang=np&grade=2,images/thumb/science/electricity_thumbnail_inner01.png
चुम्बक,two,2,science,Nepali,ne,scinmg01,start.html?id=scinmg01&lang=np&grade=2,images/grade2/science/magnets_thumbnail.png
ताप र प्रकाश,two,2,science,Nepali,ne,scihal01,start.html?id=scihal01&lang=np&grade=2,images/grade2/science/heat_and_light1.png
छाया,two,2,science,Nepali,ne,scishd01,start.html?id=scishd01&lang=np&grade=2,images/thumb/science/shadow-Gr-201.png
दिन र रात,two,2,science,Nepali,ne,scidan01,start.html?id=scidan01&lang=np&grade=2,images/thumb/science/day_and_night-Gr-201.png
सूर्यको प्रकाशका रङहरू,two,2,science,Nepali,ne,scicos01,start.html?id=scicos01&lang=np&grade=2,images/thumb/science/colours_of_sunlight-Gr-201.png
असल बानी,two,2,science,Nepali,ne,sciash01,start.html?id=sciash01&lang=np&grade=2,images/thumb/science/asal_bani_thumb.png
प्राथमिक उपचार,two,2,science,Nepali,ne,scifan01,start.html?id=scifan01&lang=np&grade=2,images/thumb/science/first_aid.png
हाम्रो सुरक्षा,two,2,science,Nepali,ne,sciost01,start.html?id=sciost01&lang=np&grade=2,images/thumb/science/our_safety_front_thumb.png
जनावर र बिरुवाबाट पाइने खानेकुरा,two,2,science,Nepali,ne,scifap01,start.html?id=scifap01&lang=np&grade=2,images/thumb/science/foods-from-animals-and-plants-Gr-201.png
जनावरका गुणहरू,two,2,science,Nepali,ne,scianm01,start.html?id=scianm01&lang=np&grade=2,images/grade2/science/characteristics-of-animals-Gr-2-01.png
सजीव र निर्जीव वस्तुहरू,two,2,science,Nepali,ne,scilan01,start.html?id=scilan01&lang=np&grade=2,images/grade2/science/living-and-nonliving-things-Gr-2-01.png
जनावरको वासस्‍थान,two,2,science,Nepali,ne,scianh01,start.html?id=scianh01&lang=np&grade=2,images/grade2/science/animals-home-Gr-2_01.png
जनावरको खाना र खाने तरिका,two,2,science,Nepali,ne,scianf01,start.html?id=scianf01&lang=np&grade=2,images/thumb/science/Animals-food---Gr-2-01.png
घरपालुवा र जङ्गली जनावर,two,2,science,Nepali,ne,scidwa01,start.html?id=scidwa01&lang=np&grade=2,images/grade2/science/domestic_and_wild1.png
सफा राखौँ,two,2,science,Nepali,ne,scioev01,start.html?id=scioev01&lang=np&grade=2,images/grade2/science/thumnail_gr02_our_environment01.png
बिरुवाका किसिम,two,2,science,Nepali,ne,scilep01,start.html?id=scilep01&lang=np&grade=2,images/grade2/science/learning-about-plants-Gr-2_01.png
वस्तुका गुणहरू,two,2,science,Nepali,ne,scipon01,start.html?id=scipon01&lang=np&grade=2,images/thumb/science/properties_of_objects_outside_thumb.png
हाम्रा राष्‍ट्रिय चिह्‍नहरू,two,2,science,Nepali,ne,scions01,start.html?id=scions01&lang=np&grade=2,images/thumb/science/national_symbols.png
सञ्‍चारका साधनहरू,two,2,science,Nepali,ne,scicnm01,start.html?id=scicnm01&lang=np&grade=2,images/thumb/science/means_of_communication-1.png
आम्दानी र खर्च,two,2,science,Nepali,ne,sciine01,start.html?id=sciine01&lang=np&grade=2,images/thumb/science/income_expenditure.png
मौसम,two,2,science,Nepali,ne,sciwan01,start.html?id=sciwan01&lang=np&grade=2,images/thumb/science/outer_thumbnail_weather.png
Alphabet puzzle,two,2,english,English,en,engapz01,start.html?id=engapz01&lang=en&grade=2,images/thumb/english/Alphabet-puzzle-Gr-2-01.png
EE and EA words,two,2,english,English,en,engeee01,start.html?id=engeee01&lang=en&grade=2,images/thumb/english/ee-and-ea-words-Gr-2-01.png
Long Vowel Sounds,two,2,english,English,en,englvo01,start.html?id=englvo01&lang=en&grade=2,images/grade2/english/long-vowels-gr2-01.png
Family Tree,two,2,english,English,en,engtre01,start.html?id=engtre01&lang=en&grade=2,images/grade2/english/familytree01.png
Tell the time,two,2,english,English,en,engtds01,start.html?id=engtds01&lang=en&grade=2,images/thumb/english/Time-and-DaysGr-2-01.png
Past action,two,2,english,English,en,engpac01,start.html?id=engpac01&lang=en&grade=2,images/thumb/english/past-action-gr2-01.png
What is someone doing?,two,2,english,English,en,engwsd01,start.html?id=engwsd01&lang=en&grade=2,images/grade2/english/What-is-someone-doing--Gr-5-01.png
Command sentences,two,2,english,English,en,engcss01,start.html?id=engcss01&lang=en&grade=2,images/grade2/english/CommandSentences-Gr-2-01.png
Where is the elephant?,two,2,english,English,en,engprp01,start.html?id=engprp01&lang=en&grade=2,images/thumb/english/preposition-gr-2-01.png
Describing people,two,2,english,English,en,engdep01,start.html?id=engdep01&lang=en&grade=2,images/thumb/english/Describing-people-gr201.png
Numbers (1 - 100),two,2,english,English,en,engnum01,start.html?id=engnum01&lang=en&grade=2,images/thumb/english/numbers-(1-100)-gr2-01.png
Days of the week,two,2,english,English,en,engdtw01,start.html?id=engdtw01&lang=en&grade=2,images/thumb/english/Days-of-the-week-Gr-2-01.png
Who is he/she?(Professions),two,2,english,English,en,engwih01,start.html?id=engwih01&lang=en&grade=2,images/thumb/english/Who-is-he-she-Profession-Gr-2-01.png
Describing objects,two,2,english,English,en,engdso01,start.html?id=engdso01&lang=en&grade=2,images/thumb/english/Describing-objects-gr201.png
Describing animals,two,2,english,English,en,engdad01,start.html?id=engdad01&lang=en&grade=2,images/grade2/english/describing-animals01.png
Can and Can't,two,2,english,English,en,engcac01,start.html?id=engcac01&lang=en&grade=2,images/grade3/english/cancantgr-3-01.png
"AND, OR, BUT",two,2,english,English,en,engcgn01,start.html?id=engcgn01&lang=en&grade=2,images/thumb/english/and_or_but.png
Sun and Light,two,2,english,English,en,engsal01,start.html?id=engsal01&lang=en&grade=2,images/thumb/english/sun_and_light_outside_thumb.png
Strong and Stronger,two,2,english,English,en,engsas01,start.html?id=engsas01&lang=en&grade=2,images/thumb/english/strong_and_stronger_thumb.png
Punctuations,two,2,english,English,en,engpns01,start.html?id=engpns01&lang=en&grade=2,images/thumb/english/Punctuations-gr201.png
Is and Are,two,2,english,English,en,engire01,start.html?id=engire01&lang=en&grade=2,images/grade2/english/is-and-are01.png
What is this/that?,two,2,english,English,en,engwit01,start.html?id=engwit01&lang=en&grade=2,images/grade2/english/What-is-this-that-Gr-2-01.png
Suri found a new friend,two,2,english,English,en,engsff01,start.html?id=engsff01&lang=en&grade=2,images/grade2/english/surifoundnewfriendgr-2-01.png
हाम्रो विद्यालय,two,2,nepali,Nepali,ne,nepbcd01,start.html?id=nepbcd01&lang=np&grade=2,images/thumb/nepali/Hamro_bidhyalaya.png
गाउँ शहर,two,2,nepali,Nepali,ne,nepgsh01,start.html?id=nepgsh01&lang=np&grade=2,images/thumb/nepali/Gaun_sahar.png
एक छिन यता आऊ,two,2,nepali,Nepali,ne,nepeau01,start.html?id=nepeau01&lang=np&grade=2,images/thumb/nepali/ek_chin_eta_au.png
चन्द्र बिन्‍दु र शिर बिन्‍दु,two,2,nepali,Nepali,ne,nepcsb01,start.html?id=nepcsb01&lang=np&grade=2,images/thumb/nepali/chandra_thumbnail.png
आज्ञाकारी बनौँ,two,2,nepali,Nepali,ne,nepagy01,start.html?id=nepagy01&lang=np&grade=2,images/thumb/nepali/aagyakaari_banauu_gr201.png
झूटो  नबोल,two,2,nepali,Nepali,ne,nepjnb01,start.html?id=nepjnb01&lang=np&grade=2,images/thumb/nepali/jhoto_na_bola-Gr-201.png
पैसाको पीर,two,2,nepali,Nepali,ne,nepppr01,start.html?id=nepppr01&lang=np&grade=2,images/thumb/nepali/paisa-ko-pir-gr-201.png
"अघि अघि रोटो, पछि पछि  केटो",two,2,nepali,Nepali,ne,neparp01,start.html?id=neparp01&lang=np&grade=2,images/thumb/nepali/aaghi_aaghi_roto_pachi_pachi_keto-Gr201.png
नाच्यो जुरेली,two,2,nepali,Nepali,ne,nepnaj01,start.html?id=nepnaj01&lang=np&grade=2,images/thumb/nepali/Naachyo-jureli-Gr-2-01.png
घाँघरीको पोल्टो,two,2,nepali,Nepali,ne,nepgrp01,start.html?id=nepgrp01&lang=np&grade=2,images/thumb/nepali/Ghagari-ko-Polto--Gr-2-01.png
सिंह र मुसो,two,2,nepali,Nepali,ne,nepsrm01,start.html?id=nepsrm01&lang=np&grade=2,images/thumb/nepali/Singa-ra-musa-Gr-2-01.png
कछुवा र खरायो,two,2,nepali,Nepali,ne,nepkra01,start.html?id=nepkra01&lang=np&grade=2,images/thumb/nepali/kachuwa_ra_kharayo-Gr-201.png
दुई दाउरे,two,2,nepali,Nepali,ne,nepddr01,start.html?id=nepddr01&lang=np&grade=2,images/thumb/nepali/Dui-Daure-Gr-2-01.png
घुमफिर,two,2,nepali,Nepali,ne,nepghm01,start.html?id=nepghm01&lang=np&grade=2,images/thumb/nepali/ghum_phir_gr201.png
चकचकेको चर्तिकला,two,2,nepali,Nepali,ne,nepcch01,start.html?id=nepcch01&lang=np&grade=2,images/thumb/nepali/chakchake_out.png
पुलिङ्ग र स्त्रीलिङ्ग,two,2,nepali,Nepali,ne,neppre01,start.html?id=neppre01&lang=np&grade=2,images/thumb/nepali/strilinga-pulinga-Gr-201.png
एक अनेक,two,2,nepali,Nepali,ne,nepeka01,start.html?id=nepeka01&lang=np&grade=2,images/thumb/nepali/eaak_aanak_gr201.png
What Time Is It?,three,3,math,English,en,matttc01,start.html?id=matttc01&lang=en&grade=3,images/thumb/math/what_time_is_it_thumb.png
Arranging Numbers,three,3,math,English,en,matarn01,start.html?id=matarn01&lang=en&grade=3,images/thumb/math/arranging_number.png
Comparing numbers,three,3,math,English,en,matcom01,start.html?id=matcom01&lang=en&grade=3,images/thumb/math/Comparing_numbers.png
Place Value Upto Five Digits,three,3,math,English,en,matpvn01,start.html?id=matpvn01&lang=en&grade=3,images/thumb/math/place_value_eng.png
Fractions,three,3,math,English,en,matfrc01,start.html?id=matfrc01&lang=en&grade=3,images/thumb/math/fraction-gr-301.png
Line segment,three,3,math,English,en,matlsg01,start.html?id=matlsg01&lang=en&grade=3,images/grade3/maths/line_segment1.png
Angle,three,3,math,English,en,matang01,start.html?id=matang01&lang=en&grade=3,images/grade3/maths/angles_1.png
Adding 3 digit numbers,three,3,math,English,en,matatn01,start.html?id=matatn01&lang=en&grade=3,images/thumb/math/adding_three_digit.png
Adding Four Digit Numbers,three,3,math,English,en,matfdn01,start.html?id=matfdn01&lang=en&grade=3,images/thumb/math/adding_four_digit_number.png
Subtracting 3-digit numbers,three,3,math,English,en,matstd01,start.html?id=matstd01&lang=en&grade=3,images/thumb/math/subtracting_threedigit_english.png
Subtracting 4-digit numbers,three,3,math,English,en,matsfd01,start.html?id=matsfd01&lang=en&grade=3,images/thumb/math/subtracting_fourdigit_english.png
Multiplication,three,3,math,English,en,matmli01,start.html?id=matmli01&lang=en&grade=3,images/thumb/math/multiplicationGr-301.png
Division,three,3,math,English,en,matdvi01,start.html?id=matdvi01&lang=en&grade=3,images/thumb/math/division_gr-301.png
Units of Time,three,3,math,English,en,mattmi01,start.html?id=mattmi01&lang=en&grade=3,images/thumb/math/units_of_time_thumb.png
Money,three,3,math,English,en,matmny01,start.html?id=matmny01&lang=en&grade=3,images/thumb/math/money-Gr-3-01.png
Capacity of Containers,three,3,math,English,en,matcpi01,start.html?id=matcpi01&lang=en&grade=3,images/thumb/math/capacity_1_thumb.png
Add and Subtract Capacities,three,3,math,English,en,matcct01,start.html?id=matcct01&lang=en&grade=3,images/thumb/math/capacity_2_thumb.png
Weight,three,3,math,English,en,matwgt01,start.html?id=matwgt01&lang=en&grade=3,images/thumb/math/weight-Gr-3-01.png
Pictograph,three,3,math,English,en,matptg01,start.html?id=matptg01&lang=en&grade=3,images/thumb/math/pictograph.png
Area,three,3,math,English,en,mataen01,start.html?id=mataen01&lang=en&grade=3,images/thumb/math/area_outside_thumb_en.png
Decimal numbers,three,3,math,English,en,matdcn01,start.html?id=matdcn01&lang=en&grade=3,images/thumb/math/decimal-numbers-Gr-301.png
Even and odd number,three,3,math,English,en,mateon01,start.html?id=mateon01&lang=en&grade=3,images/grade3/maths/Even-and-Odd-Number-Gr-3-01.png
Quadrilaterals,three,3,math,English,en,matqdl01,start.html?id=matqdl01&lang=en&grade=3,images/thumb/math/quadrilaterals-gr3_01.png
Bill and budget,three,3,math,English,en,matbab01,start.html?id=matbab01&lang=en&grade=3,images/thumb/math/bill-and-budget-Gr-3-01.png
Algebra,three,3,math,English,en,mataba01,start.html?id=mataba01&lang=en&grade=3,images/thumb/math/algebra-Gr-3-01.png
कति बज्यो?,three,3,math,Nepali,ne,matttc01,start.html?id=matttc01&lang=np&grade=3,images/thumb/math/what_time_is_it_thumb.png
सङ्ख्याको क्रम,three,3,math,Nepali,ne,matarn01,start.html?id=matarn01&lang=np&grade=3,images/thumb/math/arranging_number.png
सङ्ख्याको तुलना,three,3,math,Nepali,ne,matcom01,start.html?id=matcom01&lang=np&grade=3,images/thumb/math/Comparing_numbers.png
पाँच अङ्‌कले बनेका सङ्ख्याहरूको स्थानमान,three,3,math,Nepali,ne,matpvn01,start.html?id=matpvn01&lang=np&grade=3,images/thumb/math/place_value_eng.png
भिन्‍न,three,3,math,Nepali,ne,matfrc01,start.html?id=matfrc01&lang=np&grade=3,images/thumb/math/fraction-gr-301.png
रेखाखण्डहरू,three,3,math,Nepali,ne,matlsg01,start.html?id=matlsg01&lang=np&grade=3,images/grade3/maths/line_segment1.png
कोण,three,3,math,Nepali,ne,matang01,start.html?id=matang01&lang=np&grade=3,images/grade3/maths/angles_1.png
तीन अङ्‍कसम्मका सङ्ख्याहरूको जोड,three,3,math,Nepali,ne,matatn01,start.html?id=matatn01&lang=np&grade=3,images/thumb/math/adding_three_digit.png
चार अङ्‍कले बनेका सङ्ख्याहरूको जोड,three,3,math,Nepali,ne,matfdn01,start.html?id=matfdn01&lang=np&grade=3,images/thumb/math/adding_four_digit_number.png
३ अङ्‍कसम्मका सङ्ख्याहरूको घटाउ,three,3,math,Nepali,ne,matstd01,start.html?id=matstd01&lang=np&grade=3,images/thumb/math/subtracting_threedigit_english.png
४ अङ्‍कको सङ्ख्या घटाउँदै,three,3,math,Nepali,ne,matsfd01,start.html?id=matsfd01&lang=np&grade=3,images/thumb/math/subtracting_fourdigit_english.png
गुणन,three,3,math,Nepali,ne,matmli01,start.html?id=matmli01&lang=np&grade=3,images/thumb/math/multiplicationGr-301.png
भाग,three,3,math,Nepali,ne,matdvi01,start.html?id=matdvi01&lang=np&grade=3,images/thumb/math/division_gr-301.png
समयका एकाइहरू,three,3,math,Nepali,ne,mattmi01,start.html?id=mattmi01&lang=np&grade=3,images/thumb/math/units_of_time_thumb.png
पैसा,three,3,math,Nepali,ne,matmny01,start.html?id=matmny01&lang=np&grade=3,images/thumb/math/money-Gr-3-01.png
भाँडाहरूको क्षमता,three,3,math,Nepali,ne,matcpi01,start.html?id=matcpi01&lang=np&grade=3,images/thumb/math/capacity_1_thumb.png
क्षमता सम्बन्धित जोड र घटाउ,three,3,math,Nepali,ne,matcct01,start.html?id=matcct01&lang=np&grade=3,images/thumb/math/capacity_2_thumb.png
तौल,three,3,math,Nepali,ne,matwgt01,start.html?id=matwgt01&lang=np&grade=3,images/thumb/math/weight-Gr-3-01.png
चित्रग्राफ,three,3,math,Nepali,ne,matptg01,start.html?id=matptg01&lang=np&grade=3,images/thumb/math/pictograph.png
क्षेत्रफल,three,3,math,Nepali,ne,mataen01,start.html?id=mataen01&lang=np&grade=3,images/thumb/math/area_outside_thumb_en.png
दशमलव सङ्ख्या,three,3,math,Nepali,ne,matdcn01,start.html?id=matdcn01&lang=np&grade=3,images/thumb/math/decimal-numbers-Gr-301.png
जोर र बिजोर,three,3,math,Nepali,ne,mateon01,start.html?id=mateon01&lang=np&grade=3,images/grade3/maths/Even-and-Odd-Number-Gr-3-01.png
चतुर्भुज,three,3,math,Nepali,ne,matqdl01,start.html?id=matqdl01&lang=np&grade=3,images/thumb/math/quadrilaterals-gr3_01.png
बिल र बजेट,three,3,math,Nepali,ne,matbab01,start.html?id=matbab01&lang=np&grade=3,images/thumb/math/bill-and-budget-Gr-3-01.png
बीजगणित,three,3,math,Nepali,ne,mataba01,start.html?id=mataba01&lang=np&grade=3,images/thumb/math/algebra-Gr-3-01.png
Helping family,three,3,science,English,en,scihfm01,start.html?id=scihfm01&lang=en&grade=3,images/thumb/science/thumbnail_pariwar.png
Nutritious food,three,3,science,English,en,sciNfd01,start.html?id=sciNfd01&lang=en&grade=3,images/thumb/science/nutritious-food-Gr-301.png
Let's Save,three,3,science,English,en,scimba01,start.html?id=scimba01&lang=en&grade=3,images/thumb/science/Mitwae_banau.png
Clean body,three,3,science,English,en,sciclb01,start.html?id=sciclb01&lang=en&grade=3,images/thumb/science/cleanbody-gr-301.png
Clean Environment,three,3,science,English,en,scicle01,start.html?id=scicle01&lang=en&grade=3,images/thumb/science/clean-enviornment-Gr-3-01.png
Environment Pollution,three,3,science,English,en,sciepn01,start.html?id=sciepn01&lang=en&grade=3,images/thumb/science/thumnail_gr_3_environment-pollution01.png
Waste,three,3,science,English,en,sciwst01,start.html?id=sciwst01&lang=en&grade=3,images/thumb/science/waste_thumbnail.png
Helping Neighbors,three,3,science,English,en,scihnb01,start.html?id=scihnb01&lang=en&grade=3,images/thumb/science/helping_neighbor_thumbnail.png
Living and Non-living things,three,3,science,English,en,scilnv01,start.html?id=scilnv01&lang=en&grade=3,images/thumb/science/Living-and-nonliving-things-Gr-301.png
Animal's home,three,3,science,English,en,scianh01,start.html?id=scianh01&lang=en&grade=3,images/grade3/science/animal_home1.png
Animal's food and mode of feeding,three,3,science,English,en,sciaff01,start.html?id=sciaff01&lang=en&grade=3,images/thumb/science/Animals-food-and-mode-of-eating-Gr-301.png
Advantages of plants,three,3,science,English,en,sciplt01,start.html?id=sciplt01&lang=en&grade=3,images/grade3/science/Advantages-of-plants-Gr-3-01.png
Advantages of animals,three,3,science,English,en,scianm01,start.html?id=scianm01&lang=en&grade=3,images/grade3/science/advantages_of_animals1.png
No smoking and drinking,three,3,science,English,en,scisdn01,start.html?id=scisdn01&lang=en&grade=3,images/grade3/science/smoking-and-drinking-Gr-3-01.png
Shapes and Forms,three,3,science,English,en,scifas01,start.html?id=scifas01&lang=en&grade=3,images/thumb/science/outer_thumbnail_shapes_n_sizes.png
Types of Plants,three,3,science,English,en,scito301,start.html?id=scito301&lang=en&grade=3,images/thumb/science/thumbnail_types_of_plants.png
Types of matter,three,3,science,English,en,scitof01,start.html?id=scitof01&lang=en&grade=3,images/thumb/science/slg_thumbnail.png
Communication,three,3,science,English,en,scicmm01,start.html?id=scicmm01&lang=en&grade=3,images/thumb/science/outside_thumbnails_communication_3.png
Inner layers of the Earth,three,3,science,English,en,scimla01,start.html?id=scimla01&lang=en&grade=3,images/thumb/science/Layers_of_earth.png
Weather,three,3,science,English,en,scinwr01,start.html?id=scinwr01&lang=en&grade=3,images/thumb/science/thumbnail_gr3_weather.png
Water Sources and Conservation,three,3,science,English,en,sciwsc01,start.html?id=sciwsc01&lang=en&grade=3,images/thumb/science/water_source_and_conservation.png
Food Chain,three,3,science,English,en,scifcn01,start.html?id=scifcn01&lang=en&grade=3,images/thumb/science/thumb_food_chain.png
Preventing Diseases,three,3,science,English,en,scipds01,start.html?id=scipds01&lang=en&grade=3,images/thumb/science/prev-dis-outer.png
Biogas and compost,three,3,science,English,en,scibgc01,start.html?id=scibgc01&lang=en&grade=3,images/thumb/science/biogas-and-compost-Gr-3-01.png
परिवारलाई सहयोग,three,3,science,Nepali,ne,scihfm01,start.html?id=scihfm01&lang=np&grade=3,images/thumb/science/thumbnail_pariwar.png
पौष्‍टिक खाना,three,3,science,Nepali,ne,sciNfd01,start.html?id=sciNfd01&lang=np&grade=3,images/thumb/science/nutritious-food-Gr-301.png
मितव्ययी बनौँ,three,3,science,Nepali,ne,scimba01,start.html?id=scimba01&lang=np&grade=3,images/thumb/science/Mitwae_banau.png
सफा शरीर,three,3,science,Nepali,ne,sciclb01,start.html?id=sciclb01&lang=np&grade=3,images/thumb/science/cleanbody-gr-301.png
सफा वातावरण,three,3,science,Nepali,ne,scicle01,start.html?id=scicle01&lang=np&grade=3,images/thumb/science/clean-enviornment-Gr-3-01.png
वातावरण प्रदूषण,three,3,science,Nepali,ne,sciepn01,start.html?id=sciepn01&lang=np&grade=3,images/thumb/science/thumnail_gr_3_environment-pollution01.png
फोहोर,three,3,science,Nepali,ne,sciwst01,start.html?id=sciwst01&lang=np&grade=3,images/thumb/science/waste_thumbnail.png
छिमेकीलाई सहयोग,three,3,science,Nepali,ne,scihnb01,start.html?id=scihnb01&lang=np&grade=3,images/thumb/science/helping_neighbor_thumbnail.png
सजीव र निर्जीव वस्तुहरू,three,3,science,Nepali,ne,scilnv01,start.html?id=scilnv01&lang=np&grade=3,images/thumb/science/Living-and-nonliving-things-Gr-301.png
जनावरको वासस्थान,three,3,science,Nepali,ne,scianh01,start.html?id=scianh01&lang=np&grade=3,images/grade3/science/animal_home1.png
जनावरहरूको खाना र खाने तरिका,three,3,science,Nepali,ne,sciaff01,start.html?id=sciaff01&lang=np&grade=3,images/thumb/science/Animals-food-and-mode-of-eating-Gr-301.png
बिरुवाबाट पाइने फाइदा,three,3,science,Nepali,ne,sciplt01,start.html?id=sciplt01&lang=np&grade=3,images/grade3/science/Advantages-of-plants-Gr-3-01.png
जनावरबाट हुने फाइदा,three,3,science,Nepali,ne,scianm01,start.html?id=scianm01&lang=np&grade=3,images/grade3/science/advantages_of_animals1.png
धूमपान र मद्यपान नगरौँ,three,3,science,Nepali,ne,scisdn01,start.html?id=scisdn01&lang=np&grade=3,images/grade3/science/smoking-and-drinking-Gr-3-01.png
आकार र आकृति,three,3,science,Nepali,ne,scifas01,start.html?id=scifas01&lang=np&grade=3,images/thumb/science/outer_thumbnail_shapes_n_sizes.png
विभिन्न प्रकारका बिरुवाहरू,three,3,science,Nepali,ne,scito301,start.html?id=scito301&lang=np&grade=3,images/thumb/science/thumbnail_types_of_plants.png
विभिन्न प्रकारका पदार्थ,three,3,science,Nepali,ne,scitof01,start.html?id=scitof01&lang=np&grade=3,images/thumb/science/slg_thumbnail.png
सञ्चार,three,3,science,Nepali,ne,scicmm01,start.html?id=scicmm01&lang=np&grade=3,images/thumb/science/outside_thumbnails_communication_3.png
पृथ्वीका भित्री तहहरू,three,3,science,Nepali,ne,scimla01,start.html?id=scimla01&lang=np&grade=3,images/thumb/science/Layers_of_earth.png
मौसम,three,3,science,Nepali,ne,scinwr01,start.html?id=scinwr01&lang=np&grade=3,images/thumb/science/thumbnail_gr3_weather.png
पानीका स्रोत र संरक्षण,three,3,science,Nepali,ne,sciwsc01,start.html?id=sciwsc01&lang=np&grade=3,images/thumb/science/water_source_and_conservation.png
खाद्य शृङ्खला,three,3,science,Nepali,ne,scifcn01,start.html?id=scifcn01&lang=np&grade=3,images/thumb/science/thumb_food_chain.png
रोगबाट बचौँ,three,3,science,Nepali,ne,scipds01,start.html?id=scipds01&lang=np&grade=3,images/thumb/science/prev-dis-outer.png
गोबर ग्यास र कम्पोष्ट,three,3,science,Nepali,ne,scibgc01,start.html?id=scibgc01&lang=np&grade=3,images/thumb/science/biogas-and-compost-Gr-3-01.png
Describing Future,three,3,english,English,en,engdft01,start.html?id=engdft01&lang=en&grade=3,images/thumb/english/Describing-future-gr301.png
Apologizing,three,3,english,English,en,engapo01,start.html?id=engapo01&lang=en&grade=3,images/thumb/english/Apologizing-Gr-301.png
Tell the time,three,3,english,English,en,engttt01,start.html?id=engttt01&lang=en&grade=3,images/thumb/english/Tell-the-time-gr3-01.png
Giving directions,three,3,english,English,en,enggid01,start.html?id=enggid01&lang=en&grade=3,images/thumb/english/givingdirections/Giving-Directions--Gr-3-01.png
Seasons,three,3,english,English,en,engsea01,start.html?id=engsea01&lang=en&grade=3,images/thumb/english/Seasons-Gr-301.png
Diphthongs,three,3,english,English,en,engdpt01,start.html?id=engdpt01&lang=en&grade=3,images/grade3/english/diphthongs-gr301.png
Numbers (1 - 1000),three,3,english,English,en,engnum01,start.html?id=engnum01&lang=en&grade=3,images/thumb/english/numbers-(1-1000)-gr3-01.png
Telephone conversation,three,3,english,English,en,engtco01,start.html?id=engtco01&lang=en&grade=3,images/grade3/english/Telephone-Conversation-Gr-3-01.png
Can and Can't,three,3,english,English,en,engcac01,start.html?id=engcac01&lang=en&grade=3,images/thumb/english/CanCan'tGr-3-01.png
Describing Oneself,three,3,english,English,en,engdos01,start.html?id=engdos01&lang=en&grade=3,images/thumb/english/Describing--Oneself-gr301.png
Action words,three,3,english,English,en,engvoc01,start.html?id=engvoc01&lang=en&grade=3,images/thumb/english/Vocabulary-Verbs-gr3-01.png
Fun with sentences,three,3,english,English,en,engsfn01,start.html?id=engsfn01&lang=en&grade=3,images/thumb/english/fun_with_sentences_outside_thumb.png
"One animal, many animals",three,3,english,English,en,engoma01,start.html?id=engoma01&lang=en&grade=3,images/thumb/english/one_animal_many_animals_thumb.png
Pronouns,three,3,english,English,en,engpnn01,start.html?id=engpnn01&lang=en&grade=3,images/thumb/english/Pronouns-Gr-301.png
Punctuations,three,3,english,English,en,engpns01,start.html?id=engpns01&lang=en&grade=3,images/thumb/english/punctuation-gr301.png
Reading Messages,three,3,english,English,en,engrmm01,start.html?id=engrmm01&lang=en&grade=3,images/thumb/english/Reading_messages.png
Create and read complex words,three,3,english,English,en,engcrw01,start.html?id=engcrw01&lang=en&grade=3,images/thumb/english/creating-and-read-complex-word-gr201.png
